IP:PORT, LOSS, DELAY
162.159.195.11:3581,0.00%,279 ms
188.114.98.193:3476,0.00%,279 ms
188.114.97.80:955,0.00%,279 ms
162.159.195.226:854,0.00%,279 ms
162.159.192.210:3581,0.00%,279 ms
188.114.97.223:4177,0.00%,279 ms
188.114.99.81:4198,0.00%,279 ms
188.114.99.161:4233,0.00%,279 ms
188.114.98.16:955,0.00%,279 ms
188.114.97.54:1843,0.00%,279 ms
162.159.192.70:4177,0.00%,279 ms
188.114.99.230:1074,0.00%,279 ms
188.114.98.128:864,0.00%,279 ms
188.114.96.83:4233,0.00%,279 ms
162.159.192.147:8742,0.00%,279 ms
188.114.97.191:908,0.00%,279 ms
162.159.195.231:854,0.00%,279 ms
188.114.97.159:8319,0.00%,279 ms
162.159.195.85:878,0.00%,279 ms
162.159.192.201:500,0.00%,279 ms
188.114.99.151:939,0.00%,280 ms
162.159.192.134:943,0.00%,280 ms
162.159.195.21:3581,0.00%,280 ms
188.114.96.159:945,0.00%,280 ms
188.114.99.79:4198,0.00%,280 ms
162.159.192.167:894,0.00%,280 ms
188.114.96.78:2408,0.00%,280 ms
162.159.192.87:7103,0.00%,280 ms
188.114.96.133:1180,0.00%,280 ms
188.114.97.249:1074,0.00%,280 ms
162.159.192.53:1074,0.00%,280 ms
188.114.96.108:3476,0.00%,280 ms
188.114.99.19:7156,0.00%,280 ms
188.114.96.121:3476,0.00%,280 ms
188.114.97.139:894,0.00%,280 ms
188.114.96.198:946,0.00%,280 ms
162.159.192.233:934,0.00%,280 ms
162.159.195.127:878,0.00%,280 ms
188.114.96.18:4233,0.00%,280 ms
162.159.195.253:942,0.00%,280 ms
188.114.96.108:4198,0.00%,280 ms
162.159.195.138:894,0.00%,280 ms
162.159.192.205:500,0.00%,280 ms
188.114.96.57:7559,0.00%,280 ms
188.114.97.66:1843,0.00%,281 ms
188.114.96.82:4233,0.00%,281 ms
188.114.97.179:2371,0.00%,281 ms
188.114.96.13:4233,0.00%,281 ms
188.114.96.134:1010,0.00%,281 ms
162.159.195.37:3854,0.00%,281 ms
188.114.97.178:500,0.00%,281 ms
188.114.98.222:880,0.00%,281 ms
188.114.96.18:500,0.00%,281 ms
188.114.97.132:894,0.00%,281 ms
188.114.97.136:943,0.00%,281 ms
162.159.192.88:4177,0.00%,281 ms
162.159.192.134:1002,0.00%,281 ms
188.114.97.140:894,0.00%,281 ms
188.114.97.165:4233,0.00%,281 ms
188.114.97.188:878,0.00%,281 ms
162.159.192.72:4177,0.00%,281 ms
188.114.96.94:1701,0.00%,281 ms
188.114.98.249:934,0.00%,281 ms
188.114.99.197:7559,0.00%,281 ms
188.114.97.62:1843,0.00%,281 ms
188.114.97.123:903,0.00%,281 ms
188.114.99.237:1074,0.00%,281 ms
188.114.97.34:864,0.00%,281 ms
188.114.96.182:955,0.00%,281 ms
188.114.96.11:500,0.00%,281 ms
162.159.192.132:3581,0.00%,281 ms
188.114.96.110:3476,0.00%,281 ms
188.114.97.174:500,0.00%,281 ms
162.159.192.52:1074,0.00%,281 ms
162.159.195.248:1387,0.00%,281 ms
188.114.99.59:2506,0.00%,281 ms
188.114.98.150:8742,0.00%,281 ms
162.159.192.236:934,0.00%,281 ms
188.114.97.135:894,0.00%,281 ms
162.159.192.247:946,0.00%,281 ms
188.114.98.236:891,0.00%,281 ms
188.114.97.132:943,0.00%,282 ms
188.114.98.152:859,0.00%,282 ms
188.114.97.146:1070,0.00%,282 ms
162.159.192.51:1074,0.00%,282 ms
188.114.97.177:2371,0.00%,282 ms
188.114.97.84:946,0.00%,282 ms
162.159.195.37:934,0.00%,282 ms
188.114.99.139:878,0.00%,282 ms
162.159.195.135:894,0.00%,282 ms
162.159.192.67:1074,0.00%,282 ms
188.114.99.61:2506,0.00%,282 ms
188.114.99.158:4233,0.00%,282 ms
162.159.195.169:2408,0.00%,282 ms
188.114.96.21:4233,0.00%,282 ms
188.114.98.38:7103,0.00%,282 ms
188.114.97.172:500,0.00%,282 ms
188.114.99.30:942,0.00%,282 ms
162.159.195.82:7103,0.00%,282 ms
188.114.99.112:7559,0.00%,282 ms
188.114.96.132:1010,0.00%,282 ms
188.114.97.207:1843,0.00%,282 ms
188.114.98.14:955,0.00%,282 ms
188.114.96.255:3138,0.00%,283 ms
188.114.99.91:3476,0.00%,283 ms
188.114.97.148:3581,0.00%,283 ms
188.114.96.141:987,0.00%,283 ms
188.114.96.56:1387,0.00%,283 ms
188.114.97.80:1014,0.00%,283 ms
188.114.99.254:4177,0.00%,283 ms
162.159.195.217:3476,0.00%,283 ms
162.159.195.254:3138,0.00%,283 ms
188.114.96.231:934,0.00%,283 ms
188.114.98.157:859,0.00%,283 ms
188.114.98.134:934,0.00%,283 ms
188.114.97.146:3581,0.00%,283 ms
188.114.96.138:1180,0.00%,283 ms
188.114.96.56:7559,0.00%,283 ms
188.114.99.68:7156,0.00%,283 ms
162.159.195.177:1014,0.00%,283 ms
188.114.97.240:7156,0.00%,284 ms
162.159.192.107:8742,0.00%,284 ms
162.159.192.184:934,0.00%,284 ms
162.159.195.181:946,0.00%,284 ms
188.114.96.121:4198,0.00%,284 ms
188.114.99.237:7559,0.00%,284 ms
162.159.195.85:7103,0.00%,284 ms
162.159.195.20:500,0.00%,284 ms
188.114.97.207:939,0.00%,284 ms
162.159.195.231:945,0.00%,284 ms
188.114.97.44:934,0.00%,284 ms
188.114.96.37:8319,0.00%,284 ms
162.159.192.88:7103,0.00%,284 ms
188.114.98.215:1843,0.00%,284 ms
162.159.192.232:5956,0.00%,284 ms
188.114.99.123:7103,0.00%,284 ms
188.114.99.236:7559,0.00%,284 ms
188.114.99.109:859,0.00%,284 ms
162.159.195.96:1002,0.00%,284 ms
162.159.192.154:8742,0.00%,284 ms
162.159.192.236:5956,0.00%,284 ms
188.114.98.90:854,0.00%,284 ms
188.114.99.219:1387,0.00%,284 ms
188.114.98.49:1010,0.00%,284 ms
162.159.192.156:8742,0.00%,284 ms
162.159.192.30:968,0.00%,284 ms
188.114.98.2:934,0.00%,284 ms
188.114.96.209:891,0.00%,284 ms
162.159.192.22:968,0.00%,284 ms
162.159.192.18:3854,0.00%,284 ms
162.159.192.21:3854,0.00%,284 ms
162.159.195.55:7152,0.00%,284 ms
162.159.195.251:3138,0.00%,284 ms
188.114.98.70:3581,0.00%,284 ms
162.159.192.0:3854,0.00%,284 ms
188.114.96.157:945,0.00%,284 ms
162.159.195.205:8742,0.00%,284 ms
162.159.192.14:3854,0.00%,284 ms
188.114.97.141:3581,0.00%,284 ms
188.114.99.167:4233,0.00%,284 ms
188.114.98.73:859,0.00%,284 ms
162.159.192.216:8854,0.00%,284 ms
162.159.195.149:8319,0.00%,284 ms
162.159.192.165:4177,0.00%,285 ms
188.114.97.188:908,0.00%,285 ms
162.159.192.152:8742,0.00%,285 ms
188.114.98.131:1002,0.00%,285 ms
188.114.97.106:4233,0.00%,285 ms
188.114.97.20:4198,0.00%,285 ms
162.159.195.220:945,0.00%,285 ms
188.114.96.13:500,0.00%,285 ms
188.114.99.242:7559,0.00%,285 ms
188.114.96.71:946,0.00%,285 ms
188.114.96.251:7281,0.00%,285 ms
188.114.99.104:859,0.00%,285 ms
188.114.99.192:1701,0.00%,285 ms
188.114.98.113:2506,0.00%,285 ms
188.114.98.24:7559,0.00%,285 ms
188.114.99.74:7156,0.00%,285 ms
188.114.98.160:8319,0.00%,285 ms
162.159.195.10:500,0.00%,285 ms
188.114.99.38:945,0.00%,285 ms
188.114.96.75:946,0.00%,285 ms
188.114.98.167:890,0.00%,285 ms
162.159.195.116:943,0.00%,285 ms
188.114.96.15:4233,0.00%,285 ms
188.114.96.125:1010,0.00%,285 ms
188.114.97.135:943,0.00%,285 ms
188.114.99.53:864,0.00%,285 ms
188.114.96.213:891,0.00%,285 ms
188.114.96.191:946,0.00%,285 ms
188.114.96.128:1180,0.00%,285 ms
188.114.98.160:890,0.00%,286 ms
188.114.97.106:1843,0.00%,286 ms
188.114.99.252:5956,0.00%,286 ms
162.159.192.112:988,0.00%,286 ms
188.114.96.89:7281,0.00%,286 ms
162.159.195.164:2408,0.00%,286 ms
188.114.97.234:7156,0.00%,286 ms
162.159.195.131:894,0.00%,286 ms
162.159.195.170:2408,0.00%,286 ms
162.159.195.50:1014,0.00%,286 ms
188.114.99.94:942,0.00%,286 ms
188.114.97.22:4198,0.00%,286 ms
188.114.96.103:946,0.00%,286 ms
188.114.96.62:7281,0.00%,286 ms
188.114.96.147:1070,0.00%,286 ms
188.114.96.197:946,0.00%,286 ms
188.114.96.74:7281,0.00%,286 ms
188.114.96.24:500,0.00%,286 ms
188.114.97.1:934,0.00%,286 ms
188.114.97.246:1074,0.00%,286 ms
188.114.97.184:500,0.00%,286 ms
162.159.192.225:5956,0.00%,286 ms
162.159.195.170:1014,0.00%,286 ms
188.114.96.62:946,0.00%,287 ms
188.114.96.141:1070,0.00%,287 ms
188.114.99.145:878,0.00%,287 ms
188.114.99.160:1002,0.00%,287 ms
188.114.98.217:890,0.00%,287 ms
162.159.195.185:946,0.00%,287 ms
162.159.195.41:4233,0.00%,287 ms
188.114.99.162:4233,0.00%,287 ms
188.114.99.198:7559,0.00%,287 ms
188.114.99.5:7156,0.00%,287 ms
162.159.195.139:1074,0.00%,287 ms
188.114.97.103:1843,0.00%,287 ms
188.114.96.59:1387,0.00%,287 ms
188.114.99.98:942,0.00%,287 ms
188.114.98.149:859,0.00%,287 ms
188.114.99.132:7103,0.00%,287 ms
162.159.192.76:7103,0.00%,287 ms
162.159.195.31:3854,0.00%,287 ms
188.114.96.24:4233,0.00%,287 ms
188.114.96.230:934,0.00%,287 ms
188.114.99.92:3476,0.00%,287 ms
188.114.99.107:859,0.00%,287 ms
188.114.99.214:1387,0.00%,287 ms
188.114.99.234:7559,0.00%,287 ms
188.114.99.187:1180,0.00%,287 ms
188.114.96.41:903,0.00%,287 ms
188.114.96.154:945,0.00%,287 ms
162.159.195.77:5279,0.00%,287 ms
188.114.98.233:891,0.00%,287 ms
188.114.98.168:890,0.00%,287 ms
162.159.192.78:4177,0.00%,287 ms
188.114.96.95:1701,0.00%,287 ms
188.114.96.254:3138,0.00%,287 ms
162.159.195.178:1014,0.00%,288 ms
188.114.98.75:8854,0.00%,288 ms
188.114.99.85:4198,0.00%,288 ms
162.159.192.65:1074,0.00%,288 ms
188.114.96.190:943,0.00%,288 ms
188.114.96.85:4233,0.00%,288 ms
188.114.96.202:891,0.00%,288 ms
188.114.97.136:894,0.00%,288 ms
188.114.96.133:1010,0.00%,288 ms
162.159.192.185:8886,0.00%,288 ms
188.114.97.238:7156,0.00%,288 ms
162.159.195.38:8854,0.00%,288 ms
188.114.98.250:894,0.00%,288 ms
162.159.192.182:8886,0.00%,288 ms
188.114.99.42:968,0.00%,288 ms
188.114.97.205:1843,0.00%,288 ms
162.159.195.2:3854,0.00%,288 ms
188.114.96.165:3138,0.00%,288 ms
188.114.98.203:3476,0.00%,288 ms
188.114.99.85:5279,0.00%,288 ms
188.114.98.220:880,0.00%,288 ms
188.114.97.118:864,0.00%,288 ms
188.114.99.177:1180,0.00%,288 ms
188.114.99.103:942,0.00%,288 ms
188.114.96.198:943,0.00%,288 ms
188.114.96.40:7156,0.00%,288 ms
188.114.99.141:878,0.00%,288 ms
162.159.195.83:878,0.00%,288 ms
162.159.192.195:8886,0.00%,288 ms
188.114.98.195:3476,0.00%,289 ms
162.159.192.50:3854,0.00%,289 ms
188.114.97.215:4177,0.00%,289 ms
188.114.98.142:859,0.00%,289 ms
162.159.195.247:1387,0.00%,289 ms
162.159.192.107:1070,0.00%,289 ms
188.114.96.81:4233,0.00%,289 ms
188.114.96.113:4198,0.00%,289 ms
188.114.96.113:3476,0.00%,289 ms
188.114.99.127:7103,0.00%,289 ms
188.114.99.70:3138,0.00%,289 ms
162.159.195.172:1014,0.00%,289 ms
162.159.195.19:500,0.00%,289 ms
188.114.98.90:3854,0.00%,289 ms
188.114.99.241:1074,0.00%,289 ms
162.159.195.19:3581,0.00%,289 ms
162.159.192.161:4233,0.00%,289 ms
162.159.195.164:1014,0.00%,289 ms
188.114.98.127:1002,0.00%,289 ms
188.114.96.186:946,0.00%,289 ms
188.114.98.58:3581,0.00%,289 ms
162.159.192.177:1180,0.00%,289 ms
188.114.98.161:8319,0.00%,290 ms
162.159.195.233:1387,0.00%,290 ms
162.159.195.159:8319,0.00%,290 ms
162.159.195.38:4233,0.00%,290 ms
162.159.195.40:4233,0.00%,290 ms
162.159.195.105:878,0.00%,290 ms
188.114.97.112:4233,0.00%,290 ms
188.114.97.236:7156,0.00%,290 ms
188.114.96.34:890,0.00%,290 ms
162.159.195.88:2506,0.00%,290 ms
188.114.99.152:3476,0.00%,290 ms
162.159.195.181:864,0.00%,290 ms
188.114.99.20:7156,0.00%,290 ms
188.114.97.139:943,0.00%,290 ms
162.159.195.49:7152,0.00%,290 ms
162.159.195.60:1387,0.00%,290 ms
188.114.96.243:3138,0.00%,290 ms
188.114.99.120:1701,0.00%,290 ms
188.114.96.210:891,0.00%,290 ms
162.159.192.166:4177,0.00%,290 ms
188.114.99.135:7103,0.00%,290 ms
188.114.98.252:894,0.00%,290 ms
162.159.195.155:8742,0.00%,290 ms
188.114.99.128:1701,0.00%,290 ms
188.114.98.16:7559,0.00%,290 ms
162.159.195.60:5279,0.00%,290 ms
188.114.98.4:934,0.00%,290 ms
162.159.195.205:4177,0.00%,290 ms
188.114.97.217:955,0.00%,291 ms
188.114.96.16:500,0.00%,291 ms
162.159.195.40:8854,0.00%,291 ms
162.159.195.226:945,0.00%,291 ms
188.114.98.168:8319,0.00%,291 ms
162.159.195.28:3854,0.00%,291 ms
188.114.97.25:4198,0.00%,291 ms
188.114.98.205:890,0.00%,291 ms
162.159.192.252:946,0.00%,291 ms
162.159.192.150:4233,0.00%,291 ms
188.114.96.178:3138,0.00%,291 ms
188.114.97.83:946,0.00%,291 ms
188.114.96.37:890,0.00%,291 ms
188.114.97.75:955,0.00%,291 ms
188.114.98.36:7103,0.00%,291 ms
188.114.96.241:7103,0.00%,291 ms
188.114.99.98:3476,0.00%,292 ms
162.159.192.22:3854,0.00%,292 ms
188.114.96.184:955,0.00%,292 ms
188.114.97.250:987,0.00%,292 ms
188.114.97.199:1843,0.00%,292 ms
162.159.195.2:7156,0.00%,292 ms
188.114.99.162:1002,0.00%,292 ms
188.114.97.162:4233,0.00%,292 ms
188.114.96.163:945,0.00%,292 ms
162.159.195.157:8319,0.00%,292 ms
188.114.97.231:4233,0.00%,292 ms
188.114.98.182:908,0.00%,292 ms
188.114.98.9:987,0.00%,292 ms
188.114.99.60:2506,0.00%,292 ms
162.159.195.222:854,0.00%,292 ms
188.114.97.171:500,0.00%,292 ms
188.114.97.237:4233,0.00%,292 ms
162.159.195.54:7152,0.00%,293 ms
188.114.98.40:7103,0.00%,293 ms
162.159.192.34:968,0.00%,293 ms
188.114.99.250:5956,0.00%,293 ms
188.114.99.24:942,0.00%,293 ms
162.159.192.16:968,0.00%,293 ms
188.114.97.16:934,0.00%,293 ms
188.114.97.38:864,0.00%,293 ms
188.114.96.163:1014,0.00%,293 ms
162.159.192.38:3854,0.00%,293 ms
162.159.195.210:3476,0.00%,293 ms
188.114.99.168:4233,0.00%,293 ms
188.114.99.15:939,0.00%,293 ms
188.114.99.42:945,0.00%,293 ms
188.114.97.98:987,0.00%,293 ms
162.159.192.44:3854,0.00%,293 ms
188.114.97.82:1387,0.00%,293 ms
162.159.192.253:500,0.00%,293 ms
188.114.98.226:3476,0.00%,294 ms
188.114.98.181:908,0.00%,294 ms
188.114.98.141:934,0.00%,294 ms
188.114.98.21:955,0.00%,294 ms
188.114.97.86:1387,0.00%,294 ms
188.114.97.161:8319,0.00%,294 ms
188.114.97.31:4198,0.00%,294 ms
162.159.192.41:968,0.00%,294 ms
162.159.195.238:955,0.00%,294 ms
162.159.193.1:500,0.00%,294 ms
162.159.195.222:945,0.00%,294 ms
162.159.195.62:5279,0.00%,294 ms
188.114.96.224:8854,0.00%,294 ms
188.114.99.1:934,0.00%,294 ms
188.114.99.10:939,0.00%,294 ms
162.159.195.219:945,0.00%,294 ms
188.114.98.65:859,0.00%,294 ms
162.159.195.33:3854,0.00%,294 ms
162.159.192.214:3854,0.00%,294 ms
188.114.96.101:4500,0.00%,294 ms
188.114.96.223:7559,0.00%,294 ms
162.159.195.23:934,0.00%,294 ms
188.114.99.96:942,0.00%,294 ms
188.114.97.143:1070,0.00%,294 ms
188.114.97.47:934,0.00%,294 ms
162.159.195.62:1387,0.00%,294 ms
162.159.195.111:943,0.00%,295 ms
188.114.99.6:7156,0.00%,295 ms
188.114.97.83:1387,0.00%,295 ms
162.159.195.105:943,0.00%,295 ms
188.114.99.22:3138,0.00%,295 ms
188.114.98.58:859,0.00%,295 ms
188.114.99.2:894,0.00%,295 ms
188.114.99.171:1002,0.00%,295 ms
188.114.97.75:1014,0.00%,295 ms
188.114.96.109:4198,0.00%,295 ms
188.114.98.109:934,0.00%,295 ms
162.159.192.244:946,0.00%,295 ms
162.159.195.149:8742,0.00%,295 ms
162.159.195.75:5279,0.00%,295 ms
162.159.195.206:4177,0.00%,295 ms
188.114.97.164:4233,0.00%,295 ms
188.114.96.190:946,0.00%,295 ms
188.114.99.130:7103,0.00%,295 ms
162.159.192.136:1002,0.00%,295 ms
188.114.96.71:7281,0.00%,295 ms
162.159.192.224:934,0.00%,295 ms
188.114.98.169:8319,0.00%,295 ms
188.114.96.114:4198,0.00%,296 ms
188.114.99.1:894,0.00%,296 ms
188.114.98.103:2506,0.00%,296 ms
188.114.96.210:890,0.00%,296 ms
162.159.195.75:1387,0.00%,296 ms
188.114.98.102:2506,0.00%,296 ms
188.114.98.225:3476,0.00%,296 ms
188.114.96.212:890,0.00%,296 ms
188.114.97.77:1014,0.00%,296 ms
162.159.192.248:946,0.00%,296 ms
162.159.195.154:8319,0.00%,297 ms
162.159.195.111:878,0.00%,297 ms
188.114.97.115:864,0.00%,297 ms
162.159.192.137:1002,0.00%,297 ms
188.114.96.120:4198,0.00%,297 ms
188.114.99.133:7103,0.00%,297 ms
162.159.192.244:3138,0.00%,297 ms
162.159.195.29:3854,0.00%,297 ms
188.114.98.102:934,0.00%,297 ms
188.114.97.35:987,0.00%,297 ms
162.159.192.240:3138,0.00%,297 ms
162.159.192.170:894,0.00%,297 ms
162.159.195.197:4177,0.00%,297 ms
188.114.99.128:7103,0.00%,297 ms
162.159.192.165:894,0.00%,298 ms
188.114.99.157:3476,0.00%,298 ms
162.159.192.239:3138,0.00%,298 ms
188.114.96.211:891,0.00%,298 ms
188.114.99.153:3476,0.00%,298 ms
188.114.98.55:1010,0.00%,298 ms
188.114.96.43:903,0.00%,298 ms
188.114.99.135:878,0.00%,298 ms
188.114.98.101:2506,0.00%,298 ms
162.159.195.213:3476,0.00%,298 ms
162.159.195.208:928,0.00%,298 ms
188.114.98.144:859,0.00%,298 ms
162.159.192.214:8854,0.00%,298 ms
188.114.98.126:1002,0.00%,299 ms
188.114.98.209:890,0.00%,299 ms
188.114.99.212:1002,0.00%,299 ms
188.114.96.194:943,0.00%,299 ms
188.114.98.101:934,0.00%,299 ms
188.114.97.181:500,0.00%,299 ms
188.114.98.146:859,0.00%,299 ms
162.159.192.51:7281,0.00%,299 ms
162.159.192.240:946,0.00%,299 ms
162.159.195.179:864,0.00%,299 ms
188.114.97.98:8742,0.00%,299 ms
188.114.97.250:1074,0.00%,299 ms
162.159.195.44:4233,0.00%,299 ms
162.159.192.109:3138,0.00%,299 ms
188.114.98.75:946,0.00%,299 ms
188.114.98.158:859,0.00%,299 ms
188.114.96.60:7559,0.00%,300 ms
188.114.98.100:3854,0.00%,300 ms
162.159.192.142:943,0.00%,300 ms
162.159.195.160:8319,0.00%,300 ms
188.114.96.76:4233,0.00%,300 ms
188.114.97.121:903,0.00%,300 ms
188.114.98.121:864,0.00%,300 ms
162.159.195.5:500,0.00%,300 ms
162.159.195.163:2408,0.00%,300 ms
188.114.99.168:1002,0.00%,300 ms
188.114.96.32:8319,0.00%,300 ms
188.114.99.89:5279,0.00%,300 ms
162.159.195.29:934,0.00%,300 ms
162.159.195.46:8854,0.00%,300 ms
188.114.97.201:1843,0.00%,300 ms
162.159.195.206:8742,0.00%,300 ms
188.114.98.169:890,0.00%,300 ms
162.159.195.147:8319,0.00%,301 ms
188.114.97.243:987,0.00%,301 ms
188.114.97.243:1074,0.00%,301 ms
188.114.99.143:878,0.00%,301 ms
188.114.98.173:890,0.00%,301 ms
188.114.99.106:859,0.00%,301 ms
188.114.99.213:1387,0.00%,301 ms
188.114.96.151:987,0.00%,301 ms
188.114.97.29:4198,0.00%,301 ms
188.114.97.77:955,0.00%,301 ms
162.159.192.163:894,0.00%,301 ms
188.114.99.3:894,0.00%,301 ms
162.159.192.235:934,0.00%,301 ms
188.114.96.183:955,0.00%,301 ms
188.114.97.29:1014,0.00%,301 ms
188.114.96.153:945,0.00%,301 ms
188.114.99.145:7103,0.00%,301 ms
162.159.195.235:1387,0.00%,301 ms
188.114.96.186:943,0.00%,302 ms
162.159.195.132:894,0.00%,302 ms
188.114.99.144:878,0.00%,302 ms
188.114.99.111:859,0.00%,302 ms
188.114.98.224:3476,0.00%,302 ms
188.114.98.126:864,0.00%,302 ms
162.159.195.147:8742,0.00%,302 ms
162.159.192.149:8742,0.00%,302 ms
188.114.96.169:3138,0.00%,302 ms
188.114.98.108:934,0.00%,302 ms
188.114.99.113:859,0.00%,302 ms
162.159.195.180:946,0.00%,302 ms
188.114.98.115:2506,0.00%,302 ms
188.114.98.113:934,0.00%,303 ms
188.114.99.194:7559,0.00%,303 ms
188.114.98.141:8854,0.00%,303 ms
188.114.98.112:2506,0.00%,303 ms
188.114.96.32:890,0.00%,303 ms
188.114.97.230:7156,0.00%,303 ms
162.159.195.225:854,0.00%,303 ms
162.159.195.187:946,0.00%,303 ms
188.114.99.165:1002,0.00%,303 ms
162.159.192.230:5956,0.00%,303 ms
188.114.97.235:4233,0.00%,303 ms
188.114.99.136:878,0.00%,303 ms
188.114.97.235:7156,0.00%,303 ms
162.159.195.86:7103,0.00%,303 ms
188.114.99.252:4177,0.00%,304 ms
162.159.195.189:864,0.00%,304 ms
162.159.195.66:1387,0.00%,304 ms
188.114.97.230:4233,0.00%,304 ms
162.159.195.200:4177,0.00%,304 ms
188.114.98.131:864,0.00%,304 ms
188.114.98.80:946,0.00%,304 ms
188.114.97.164:8319,0.00%,304 ms
188.114.96.180:955,0.00%,304 ms
188.114.96.217:8854,0.00%,304 ms
188.114.97.69:955,0.00%,304 ms
188.114.97.37:864,0.00%,304 ms
188.114.98.137:8854,0.00%,305 ms
162.159.192.90:1002,0.00%,305 ms
188.114.98.112:934,0.00%,305 ms
188.114.98.232:890,0.00%,305 ms
188.114.99.129:7103,0.00%,305 ms
188.114.99.205:1387,0.00%,305 ms
162.159.195.168:1014,0.00%,305 ms
188.114.98.139:934,0.00%,305 ms
188.114.98.99:3854,0.00%,305 ms
162.159.195.180:864,0.00%,305 ms
188.114.97.27:4198,0.00%,306 ms
188.114.98.111:2506,0.00%,306 ms
188.114.98.92:854,0.00%,306 ms
188.114.97.99:8742,0.00%,306 ms
188.114.96.221:8854,0.00%,306 ms
162.159.195.167:2408,0.00%,306 ms
162.159.192.171:4177,0.00%,306 ms
188.114.98.158:8742,0.00%,306 ms
162.159.192.47:3854,0.00%,306 ms
162.159.195.211:928,0.00%,306 ms
188.114.99.3:934,0.00%,307 ms
188.114.98.223:880,0.00%,307 ms
162.159.195.64:5279,0.00%,307 ms
162.159.195.213:928,0.00%,307 ms
162.159.195.63:1387,0.00%,307 ms
162.159.195.216:3476,0.00%,307 ms
162.159.195.167:1014,0.00%,307 ms
188.114.99.5:939,0.00%,307 ms
188.114.98.223:3476,0.00%,308 ms
188.114.96.205:890,0.00%,308 ms
188.114.98.122:1002,0.00%,308 ms
188.114.99.130:1701,0.00%,308 ms
188.114.96.204:891,0.00%,308 ms
188.114.97.210:4177,0.00%,308 ms
188.114.96.177:955,0.00%,308 ms
188.114.98.240:890,0.00%,308 ms
162.159.195.192:946,0.00%,308 ms
162.159.195.178:2408,0.00%,309 ms
162.159.192.146:8742,0.00%,309 ms
188.114.96.177:3138,0.00%,309 ms
162.159.195.16:500,0.00%,310 ms
162.159.195.15:3581,0.00%,310 ms
188.114.96.53:7559,0.00%,310 ms
162.159.195.26:934,0.00%,310 ms
188.114.98.105:2506,0.00%,310 ms
188.114.99.111:7559,0.00%,310 ms
188.114.96.39:7156,0.00%,310 ms
188.114.96.47:903,0.00%,310 ms
188.114.96.39:903,0.00%,310 ms
162.159.195.166:1014,0.00%,311 ms
188.114.98.118:934,0.00%,311 ms
188.114.98.221:880,0.00%,311 ms
188.114.96.175:955,0.00%,311 ms
188.114.98.89:3854,0.00%,311 ms
162.159.192.148:8742,0.00%,311 ms
188.114.96.201:890,0.00%,312 ms
188.114.98.89:854,0.00%,312 ms
162.159.192.26:968,0.00%,312 ms
188.114.99.94:3476,0.00%,312 ms
188.114.97.73:1014,0.00%,312 ms
162.159.192.122:988,0.00%,312 ms
162.159.192.26:3854,0.00%,312 ms
188.114.99.120:7103,0.00%,313 ms
188.114.97.67:1843,0.00%,313 ms
188.114.98.232:891,0.00%,313 ms
188.114.98.125:1002,0.00%,313 ms
162.159.192.47:968,0.00%,313 ms
162.159.192.36:3854,0.00%,314 ms
188.114.99.218:1387,0.00%,314 ms
188.114.98.227:880,0.00%,314 ms
188.114.98.95:3854,0.00%,315 ms
162.159.192.35:968,0.00%,315 ms
188.114.98.227:3476,0.00%,315 ms
188.114.98.238:891,0.00%,316 ms
162.159.192.32:968,0.00%,316 ms
162.159.195.199:8742,0.00%,316 ms
162.159.195.199:4177,0.00%,316 ms
162.159.192.32:3854,0.00%,316 ms
188.114.98.84:8854,0.00%,316 ms
188.114.97.79:1014,0.00%,317 ms
162.159.195.202:4177,0.00%,317 ms
188.114.98.133:8854,0.00%,317 ms
162.159.195.166:2408,0.00%,317 ms
188.114.98.84:946,0.00%,317 ms
162.159.192.15:968,0.00%,318 ms
188.114.98.104:934,0.00%,318 ms
162.159.195.207:8742,0.00%,318 ms
162.159.195.26:3854,0.00%,319 ms
188.114.98.137:934,0.00%,319 ms
188.114.96.169:955,0.00%,319 ms
162.159.195.24:3854,0.00%,319 ms
162.159.195.24:934,0.00%,319 ms
162.159.195.197:8742,0.00%,320 ms
188.114.97.81:946,0.00%,320 ms
162.159.195.183:864,0.00%,320 ms
188.114.98.123:1002,0.00%,321 ms
162.159.195.202:8742,0.00%,321 ms
162.159.195.190:946,0.00%,322 ms
162.159.195.34:934,0.00%,322 ms
188.114.98.88:946,0.00%,323 ms
188.114.98.105:934,0.00%,323 ms
188.114.98.91:3854,0.00%,324 ms
162.159.195.203:4177,0.00%,325 ms
188.114.98.124:1002,0.00%,325 ms
162.159.195.214:928,0.00%,325 ms
188.114.97.78:1014,0.00%,326 ms
162.159.195.223:854,0.00%,326 ms
188.114.98.135:934,0.00%,328 ms
188.114.98.109:2506,0.00%,328 ms
188.114.98.91:854,0.00%,328 ms
162.159.195.194:4177,0.00%,328 ms
162.159.195.201:4177,0.00%,329 ms
162.159.195.192:864,0.00%,330 ms
188.114.98.136:934,0.00%,330 ms
188.114.98.119:934,0.00%,331 ms
162.159.195.204:8742,0.00%,331 ms
162.159.195.173:2408,0.00%,335 ms
162.159.195.189:946,0.00%,335 ms
188.114.98.97:854,0.00%,337 ms
162.159.195.171:2408,0.00%,343 ms
162.159.195.188:946,0.00%,344 ms
188.114.98.110:934,0.00%,346 ms
188.114.98.106:934,0.00%,350 ms
188.114.98.129:1002,0.00%,353 ms
188.114.98.129:864,0.00%,353 ms
188.114.98.123:864,0.00%,354 ms
